,logFC,AveExpr,t,P.Value,adj.P.Val,B
GT_CpG_71:chr1:54578576-54579435_847097,2.25299127976062,0.615806417318182,14.4908456435093,2.11059063785934e-18,7.83269298598897e-16,31.7562949223777
GT_CpG_127:chr36:14106580-14108071_107406,2.24888324326641,0.582371128227273,9.91627333532652,8.21430646282163e-13,4.94163710947178e-11,19.0004977192216
GT_CpG_143:chr1:91241967-91243771_151253,2.24248480721236,0.682245926181818,13.849469353322,1.09653013112008e-17,3.177170435353e-15,30.1309961962696
GT_CpG_74:chr4:72013711-72014497_867190,2.23005782361776,0.0556607687045454,6.84674959447149,1.87444729785237e-08,4.20421366105381e-07,9.02682390094012
GT_CpG_26:chr34:18522103-18522600_434639,2.22401452327799,-0.719440038204545,4.72910682909942,2.32619253457854e-05,0.000247258564955953,2.01145672816256
GT_CpG_78:chr12:57095916-57096896_885048,2.22062328640154,1.12532380959091,15.0071401972111,5.79923732780969e-19,3.0187446640136e-16,33.0282794667777
GT_CpG_19:chr4:49341288-49341702_296029,2.21147775020849,0.00442375263636363,8.67100553040291,4.30699850027211e-11,1.68323250043481e-09,15.0620606579192
GT_CpG_199:chr32:28632693-28635175_287611,2.20905777666409,-0.217750317545455,6.36721731700527,9.54292387990507e-08,1.84638093530471e-06,7.41537557537532
GT_CpG_34:chr7:32157295-32157799_547066,2.20873891413514,0.904790978340909,13.0446555459811,9.29571081674107e-17,1.78663561897763e-14,28.018508938166
GT_CpG_52:chr10:36901599-36902418_712406,2.20426969248649,0.474605725227273,16.2110362450801,3.19783490672648e-20,3.15399090708426e-17,35.8735774900102
GT_CpG_83:chr3:70232806-70234182_915528,2.19451968741313,0.741535739181818,16.211261359859,3.1961487882182e-20,3.15399090708426e-17,35.8740942399049
GT_CpG_72:chr10:55372722-55373751_851800,2.18878707635521,0.525253075,13.127748010943,7.42761653660237e-17,1.48866117740813e-14,28.240447513848
GT_CpG_237:chr13:52741043-52744062_369611,2.18776872647104,0.558796033181818,11.8385723849459,2.66074883319181e-15,3.19622453587166e-13,24.6953578273548
GT_CpG_42:chr1:104735748-104736329_622395,2.18709432856371,1.06937373013636,19.0494355029762,6.13367516425867e-23,3.10691104755978e-19,41.9704934327621
GT_CpG_32:chr25:12937998-12938488_774552,2.18221897121622,0.21526584525,8.71587605831065,3.72286104301035e-11,1.47806259566721e-09,15.2070247914551
GT_CpG_131:chr3:32215026-32216425_119382,2.17741660866795,0.608639606068182,8.47688931600354,8.11090133642657e-11,3.03988471187931e-09,14.4325463961874
GT_CpG_33:chr13:62532981-62533497_528057,2.17428623804247,1.11940061952273,12.7364546177749,2.15245951697196e-16,3.6175798312373e-14,27.1874878471505
GT_CpG_28:chr12:33401334-33401879_460256,2.15227692105792,0.2289369445,7.4578684425728,2.38325903721947e-09,6.39385579498558e-08,11.0729538600459
GT_CpG_102:chr20:2792244-2793806_10609,2.14634991841699,0.608291813954545,18.6315938979921,1.47026852793017e-22,5.00947219620862e-19,41.1229000224849
GT_CpG_24:chr1:100572062-100572521_394039,2.14355348149421,0.224875726295455,8.21721200369474,1.90278643262716e-10,6.53662077987472e-09,13.5846601401233
GT_CpG_61:chr21:39321211-39322040_773753,2.13899000730502,-0.303611804636364,5.70320330778014,9.06568031575714e-07,1.39996964381649e-05,5.19302327329671
GT_CpG_69:chr11:62398353-62399319_830114,2.1209429194749,0.796985541,16.4538576244669,1.81598419878709e-20,1.94460776532403e-17,36.4277448623367
GT_CpG_191:chr22:44154285-44156607_268419,2.12061404972973,0.924534736727273,17.8530195978367,7.81388359454953e-22,1.83035339525076e-18,39.4991796209136
GT_CpG_57:chr22:8708474-8709185_748846,2.11666034758301,-0.213232436636364,7.6777144563963,1.14103247488943e-09,3.30484977792744e-08,11.8044666585594
GT_CpG_66:chr13:56401717-56402581_810140,2.10989462651351,0.255825588295455,8.10109600334257,2.79182358192809e-10,9.23519470671516e-09,13.2035229087052
GT_CpG_57:chr29:11067754-11068632_749574,2.10839319759846,0.3115805065,6.2123630709864,1.61469165519181e-07,2.96506754262292e-06,6.89540962982681
GT_CpG_41:chr1:100679869-100680508_614072,2.10573421889189,0.0495430327045455,6.39237379969607,8.76137485692274e-08,1.7129241954231e-06,7.4998933282047
GT_CpG_71:chr13:18182918-18184042_845753,2.10169090657143,-0.225144794954545,4.23828657069224,0.000112786317671085,0.000971751356320599,0.478144737795849
GT_CpG_24:chr3:70231799-70232271_399537,2.09869253876062,0.426301213295455,10.0159914478105,6.03080466064387e-13,3.72984369432792e-11,19.3077816450346
GT_CpG_42:chr38:8180319-8180902_625696,2.09505577618533,1.02784096472727,18.2494513359785,3.315060965072e-22,9.55732076230258e-19,40.3332819968081
GT_CpG_176:chr21:39313095-39315696_229701,2.0872853143166,-0.367551646727273,9.14824852123555,9.24406535946516e-12,4.26672814787432e-10,16.5927371710032
GT_CpG_151:chr10:1708979-1710526_171629,2.08623415149421,-0.834906802386364,5.68725115527536,9.5674747157168e-07,1.4707932111171e-05,5.13996354023768
GT_CpG_35:chr5:22230634-22231245_556713,2.08433217796525,0.296051456068182,10.0603449985339,5.25848241617173e-13,3.33473202158545e-11,19.4440528558236
GT_CpG_81:chr3:48869692-48870758_902851,2.07780230488031,-0.258965643,5.84578555879865,5.59763979573609e-07,9.1214757349736e-06,5.6681722838154
GT_CpG_234:chr15:5330714-5333053_366757,2.07198719027799,0.153216460409091,9.80908670982675,1.14661539345885e-12,6.64203992758027e-11,18.6688019401031
GT_CpG_93:chr30:14003322-14004624_964554,2.06929887791892,0.60707708325,13.7004032775626,1.61947421517045e-17,4.15727904865571e-15,29.74593018863
GT_CpG_40:chr1:107956695-107957365_605475,2.05956424886101,0.64295122975,12.5364076133922,3.73588071801759e-16,5.75186328054538e-14,26.6414526023415
GT_CpG_47:chr1:99799557-99800186_671385,2.05707886183398,0.140253532204545,10.0369214712073,5.65297926619293e-13,3.51940215810041e-11,19.3721179459312
GT_CpG_38:chr5:15843621-15844166_880420,2.04971101218147,0.263780137022727,7.26111468547895,4.61978440981009e-09,1.1597113187895e-07,10.4159094051786
GT_CpG_101:chr22:39380472-39381725_6160,2.04684867337066,0.829557456295455,12.5610614664959,3.48950357093002e-16,5.50315933435277e-14,26.7090297393023
GT_CpG_196:chr21:22952294-22954378_283388,2.04559044545174,0.297240474,9.39126869917082,4.26463571336274e-12,2.15992272839354e-10,17.3622876126278
GT_CpG_42:chr18:46302185-46302823_622168,2.0426624810695,0.287130133704545,10.7166624158772,7.12656148448069e-14,5.85737714642218e-12,21.4308310442587
GT_CpG_69:chr10:29875615-29876742_829955,2.04240049272973,0.445322038613636,12.4168507161986,5.20657694599598e-16,7.59289094782036e-14,26.3126086808791
GT_CpG_142:chr7:16779759-16781643_150193,2.03645748806178,0.678975212818182,9.95754470428455,7.22710617868065e-13,4.41147740180411e-11,19.1278291251449
GT_CpG_158:chr30:4413748-4415488_187290,2.03600075416988,0.332518495136364,6.8557322184904,1.81825527729583e-08,4.10520418902231e-07,9.05699068129039
GT_CpG_54:chr1:100511858-100512529_727667,2.03355940069884,0.489932230522727,8.05447176205868,3.25756339590737e-10,1.06073169865519e-08,13.0501549506128
GT_CpG_93:chr14:40330194-40331445_962033,2.03174551362934,-0.181994907318182,5.10549319246878,6.7284909894777e-06,8.3171871304299e-05,3.22382297212943
GT_CpG_95:chr22:45752222-45753303_972809,2.0302441280888,0.600102006931818,10.3974098700041,1.87114602666061e-13,1.37777371185095e-11,20.4713978120873
GT_CpG_106:chr7:33835236-33836356_30118,2.02183024118147,-0.226060910772727,5.97705715984561,3.58808561080035e-07,6.10707813838267e-06,6.10686128044747
GT_CpG_66:chr11:52614953-52615778_809844,2.00689294566409,0.402443188204545,7.83261062638751,6.80555547720706e-10,2.07033615040782e-08,12.3179145540117
GT_CpG_107:chr8:51868201-51869752_35069,2.00538753258301,0.647854781659091,11.653693999463,4.52308538696636e-15,5.15260538656876e-13,24.1689390553604
GT_CpG_107:chr36:15970695-15972108_34138,2.00361463351738,0.649352026431818,16.4851675928271,1.68895001460306e-20,1.86176934109729e-17,36.4987328106112
GT_CpG_48:chr34:17455942-17456613_681745,2.00262850234749,0.683756888909091,11.8098474553146,2.88855583531793e-15,3.44777656534652e-13,24.6138658938927
GT_CpG_36:chr14:39221155-39221735_562441,2.00154717746332,0.316233397840909,7.59769652754455,1.49124947917961e-09,4.16471976379825e-08,11.5385714241195
GT_CpG_30:chr1:486080-486555_491117,2.00121114863707,0.186853438431818,5.46174939318969,2.04518111437425e-06,2.90566122007705e-05,4.39246182172008
GT_CpG_81:chr14:28759843-28761098_899677,1.99407544994209,0.675892188386364,12.17729449347,1.01807394338655e-15,1.37253213396347e-13,25.6480284150493
GT_CpG_77:chr14:26769331-26770180_879420,1.98999516734749,-0.118480378340909,5.32830185904084,3.19985605608405e-06,4.33420329331312e-05,3.95271810329891
GT_CpG_38:chr19:36203308-36203881_1734304,1.98983602952124,0.8210848885,13.7373013416111,1.47009821575217e-17,3.79984903642591e-15,29.841505051269
GT_CpG_61:chr12:9385712-9386515_772216,1.98760922413127,0.576229275318182,9.17276579978895,8.5473473797222e-12,3.98936528573609e-10,16.6706857146093
GT_CpG_88:chr37:23545817-23546995_941283,1.98205386726255,-0.0212204812045454,6.86877682576672,1.73964713551046e-08,3.93483614917299e-07,9.10079599806216
GT_CpG_233:chr21:19502005-19505078_366138,1.98193685683012,0.715981105659091,10.5785831770906,1.0801932386531e-13,8.4518919397661e-12,21.0175082713848
GT_CpG_42:chr1:70144321-70144946_622691,1.98128683980309,0.590277110431818,11.6883443704505,4.09355810139391e-15,4.76640245199559e-13,24.2679486688586
GT_CpG_55:chr37:7235386-7236389_737560,1.97938503544788,-0.132589603568182,9.04943854789076,1.26859350006412e-11,5.65814663881199e-10,16.2778912006967
GT_CpG_23:chr9:4048791-4049282_383236,1.97764352471043,0.779421953363636,14.9660649363976,6.41985390448664e-19,3.20812939315006e-16,32.9282474154818
GT_CpG_241:chr37:20132445-20135569_384619,1.9670547586834,0.70847862375,16.631512775531,1.20498156656424e-20,1.45682271397617e-17,36.8291312446421
GT_CpG_131:chr6:69866314-69868308_119546,1.96159836592664,0.941537241477273,14.6021677459918,1.59337619426246e-18,6.28612067208028e-16,32.0332633183841
GT_CpG_38:chr3:39103756-39104380_590422,1.96140963382625,0.853777604795455,21.0170020157303,1.21429070253818e-24,1.51701337468095e-20,45.7527434346517
GT_CpG_210:chr17:37360966-37363023_321151,1.96110936192664,1.08670213756818,18.9551895700171,7.46076454228716e-23,3.10691104755978e-19,41.7807339634047
GT_CpG_29:chr29:20532332-20532818_480954,1.960039106,0.281431229772727,7.28778949790531,4.22271353309198e-09,1.06934513855915e-07,10.5051033654717
GT_CpG_73:chr19:8732553-8733670_858887,1.95305635993436,0.159889994840909,6.44756798282732,7.26366258134119e-08,1.45015646395343e-06,7.6853598666655
GT_CpG_124:chr3:71409784-71411278_97777,1.94848890379537,0.431470703022727,8.33111841743241,1.30796791199134e-10,4.63339597103246e-09,13.9573646114638
GT_CpG_68:chr16:35734220-35735027_824127,1.94233996497683,-0.0664031823863636,7.32432992776177,3.73383691073589e-09,9.54573489614396e-08,10.6272295957309
GT_CpG_31:chr3:42459631-42460125_507991,1.93790150976834,0.0528819751363636,4.70845063589358,2.48842712818292e-05,0.000262690507277532,1.94573620980799
GT_CpG_93:chr14:56656647-56657928_962078,1.93226369573745,0.510514451636364,6.72479140365875,2.83430692293437e-08,6.1190661961208e-07,8.61710526312167
GT_CpG_184:chr24:42292420-42294665_250165,1.93225169783012,0.971436512772727,13.1989926787602,6.13203007056137e-17,1.2697367680363e-14,28.4300314964315
GT_CpG_105:chr4:37286598-37288263_24845,1.93056188801158,-0.0287072295227273,8.67274747986619,4.28268024651397e-11,1.67547570938515e-09,15.0676923287427
GT_CpG_90:chr4:58395830-58397028_950296,1.92806753487645,0.43119061325,17.9436227598262,6.41516096883246e-22,1.60289211967248e-18,39.6911737507455
GT_CpG_74:chr12:22953465-22954367_863980,1.92525996548263,0.898906321909091,15.1036609396309,4.57022731501142e-19,2.4125006977368e-16,33.2625564839991
GT_CpG_83:chr14:40343625-40344817_912853,1.92310782932432,1.01253290847727,13.8059596768206,1.22837833304641e-17,3.36996955729443e-15,30.0188908198239
GT_CpG_88:chr8:59612562-59613369_942378,1.92214282203475,0.305651296931818,5.13030656747165,6.19576187207634e-06,7.74811342020518e-05,3.30463174645162
GT_CpG_20:chr38:1933843-1934259_317779,1.92156142587645,0.525772593045455,11.2205535175134,1.59519401632237e-14,1.55693428483714e-12,22.9177773510431
GT_CpG_38:chr1:322081-322678_587345,1.92070520703861,1.15351715484091,11.3278847163122,1.16463807837014e-14,1.17337286395791e-12,23.2301437257014
GT_CpG_81:chr19:34030651-34031669_900342,1.91642206049421,0.944688652545455,10.8892503298252,4.25225519974244e-14,3.68912668127655e-12,21.9439161832809
GT_CpG_313:chr9:25196919-25200740_498605,1.91616882596139,0.619050579181818,11.4505415669457,8.14430331956819e-15,8.54948621128548e-13,23.5852320536244
GT_CpG_17:chr8:19369465-19369881_240984,1.91397354657915,0.434170670363636,10.1543248616319,3.93650813732344e-13,2.62039679514746e-11,19.731965581267
GT_CpG_19:chr22:5320458-5320892_867396,1.91392502574131,0.53531942175,10.2768067855598,2.70366708394465e-13,1.8975793752652e-11,20.1054940671336
GT_CpG_136:chr13:13565982-13568192_133086,1.91151570283398,0.5345506235,12.0067876559859,1.6481751498654e-15,2.10825789903772e-13,25.1703760446028
GT_CpG_91:chr21:10465275-10466346_953846,1.90776370564479,0.824634064954545,9.14517897339127,9.33524831488288e-12,4.30351502575025e-10,16.5829731970248
GT_CpG_71:chr11:33389233-33390245_845557,1.90703392972201,0.191773394318182,5.20805272814628,4.78235908727078e-06,6.16361885253857e-05,3.55844001367886
GT_CpG_44:chr7:61857567-61858335_645137,1.9020040905946,0.773938192727273,12.9116378917422,1.33362160647895e-16,2.47439624699132e-14,27.6613602777839
GT_CpG_23:chr1:3273495-3273945_376314,1.89841425407336,0.741884194704545,12.2305603194437,8.76495351947254e-16,1.20506464586443e-13,25.7964553555342
GT_CpG_170:chr1:16944748-16946540_216729,1.89831606503475,0.546629720363636,9.57548836360959,2.38354716245291e-12,1.27254934617625e-10,17.9409677532158
GT_CpG_78:chr3:42942858-42943963_887872,1.89828098519691,0.904744245409091,15.6848500719737,1.11317613644888e-19,8.18053498391519e-17,34.6503050792497
GT_CpG_20:chr13:46728823-46729255_311333,1.89679213628572,-0.568786055318182,4.26795460797306,0.000102678278071191,0.000898500860105107,0.568977118045287
GT_CpG_226:chr27:39934586-39937954_347956,1.8962134984556,0.643996305727273,14.5811440409538,1.68006990645339e-18,6.49147835298626e-16,31.9810713459906
GT_CpG_37:chr5:45754650-45755260_578188,1.89508900254826,-0.265905965818182,7.04638111112725,9.53702496486958e-09,2.2694486264022e-07,9.69677927621864
GT_CpG_33:chr23:33251449-33252124_530445,1.89141238916216,1.03277372370455,23.4257915558728,1.47647657956927e-26,2.76684328628383e-22,49.9591854863811
GT_CpG_37:chr14:14744496-14745015_572921,1.88268026396911,0.284456050818182,7.61617630595069,1.40179414157192e-09,3.95021373172738e-08,11.6000163111326
GT_CpG_44:chr12:52304883-52305612_639459,1.87716325955212,0.121038073363636,5.93625502029977,4.12027750066869e-07,6.90008402357292e-06,5.97039580558005
GT_CpG_421:chr17:30275853-30279844_619478,1.87515544854826,0.373276621409091,11.7186164720371,3.75230142844303e-15,4.42240582505083e-13,24.3543168566888
GT_CpG_190:chr13:8753917-8756039_267279,1.87507180704633,0.888218278795455,13.8339037587193,1.14195894901864e-17,3.21800597370449e-15,30.0909177356618
GT_CpG_94:chr14:40271755-40273220_967301,1.87326127844788,0.348413236409091,10.0540315221435,5.36198345510695e-13,3.37750887250342e-11,19.4246707116462
GT_CpG_33:chr32:33716800-33717234_532571,1.86451200964093,0.245745363159091,6.12455353381228,2.1754897611457e-07,3.89747517963574e-06,6.60087644607714
GT_CpG_45:chr19:1817135-1817795_1921987,1.86296884546718,-0.0330838199090909,4.46036012206825,5.55675553635107e-05,0.000528582844535283,1.16416145629975
GT_CpG_103:chr6:18699401-18700791_16877,1.86289234260618,-0.0836121284318182,7.89781650524613,5.47815894938431e-10,1.69682577904111e-08,12.5335276112139
GT_CpG_158:chr18:46303923-46305681_186642,1.86107874210039,1.09830632727273,17.5876482174056,1.39854452470308e-21,2.91200279118592e-18,38.9321279494117
GT_CpG_38:chr25:46048503-46049084_588400,1.85917620483784,0.91629957625,16.5464705311817,1.4658071219681e-20,1.66475712497704e-17,36.6374154534838
GT_CpG_28:chr31:21138413-21138956_465707,1.85821851318919,0.208307955636364,8.1085913299396,2.72348006002022e-10,9.05708155896164e-09,13.2281610491295
GT_CpG_104:chr6:38564431-38565630_20898,1.85617852457915,0.330962312954545,9.36006760699249,4.70813754415426e-12,2.35275049356477e-10,17.2638742714554
GT_CpG_58:chr19:36202109-36202921_754225,1.85445089797683,0.348563357181818,9.97480698537028,6.85068090625224e-13,4.20223681972877e-11,19.1810232630263
GT_CpG_102:chr1:103249839-103251073_10393,1.8539314915251,0.363061987431818,6.04480129138298,2.85158942294115e-07,4.97323033887443e-06,6.33363220464115
GT_CpG_130:chr35:10164038-10165606_116772,1.85336841342471,0.508759706795455,9.18469784752276,8.22772555478036e-12,3.85941083939441e-10,16.7085966002716
GT_CpG_59:chr34:6526842-6527697_762965,1.85249201834363,0.371053747204545,5.73238050257721,8.21465878638671e-07,1.28442718671251e-05,5.29012680147273
GT_CpG_108:chr3:62753443-62754803_38165,1.85160666971815,-0.521904881931818,6.14315033086673,2.04240788515704e-07,3.68193386858108e-06,6.66323104265768
GT_CpG_209:chr14:40338643-40341442_309171,1.8476161059305,0.584092133272727,12.7226935768227,2.2353059451493e-16,3.72342362303337e-14,27.1500944736027
GT_CpG_24:chr3:80393493-80393944_399549,1.84611571808494,-0.0979076873636364,6.71660063672844,2.91416085971713e-08,6.28061155039323e-07,8.58958077800778
GT_CpG_329:chr3:44139684-44144392_515951,1.84594720995367,0.639069462045455,16.6970526166472,1.03661044340564e-20,1.31637984370173e-17,36.9763517263297
GT_CpG_39:chr26:33719780-33720507_597177,1.84522672588417,0.625149662727273,14.6498892707847,1.41309723415843e-18,5.78042579858641e-16,32.1515355520133
GT_CpG_123:chr5:25290132-25291573_94247,1.84517571157143,0.458705317613636,10.072524115816,5.06450432779598e-13,3.23360404942871e-11,19.4814279470196
GT_CpG_31:chr8:63202454-63202976_509587,1.84471198608108,-0.617649972795455,4.54086341666352,4.28738759439066e-05,0.000422467173057832,1.41613578147934
GT_CpG_166:chr18:36716389-36719103_202610,1.84465136337452,0.298328401590909,9.3173278411973,5.39246954713131e-12,2.65228826977604e-10,17.1288788131886
GT_CpG_289:chr7:60734993-60738313_459264,1.84464128505792,0.3165947445,8.17354536328051,2.19755438739932e-10,7.4738784832431e-09,13.4414690711112
GT_CpG_39:chr12:18548920-18549582_594400,1.84431001154054,0.794958220159091,15.7782189514058,8.90245397161457e-20,6.98170799559848e-17,34.8696364687544
GT_CpG_41:chr25:14065407-14065960_615425,1.84370458575676,-0.273981032886364,4.48544923171745,5.12606227469685e-05,0.000494262125015084,1.24251234309759
GT_CpG_83:chr22:31988902-31989894_914170,1.84217033999614,-0.0508029905227273,6.30165416307175,1.1923235463674e-07,2.25241252603932e-06,7.19515935616064
GT_CpG_94:chr20:22071518-22072926_968231,1.84125345591506,-0.125771345681818,4.13512587239675,0.000156059746601439,0.00128410051813247,0.164399740438339
GT_CpG_20:chr5:79057615-79058053_319167,1.83527998932432,0.870726795386364,10.3490228043319,2.16841506451124e-13,1.56891946337484e-11,20.3248205514578
GT_CpG_26:chr9:18643531-18643996_437442,1.83321235080695,-0.169446917068182,5.51631226632405,1.70236157098528e-06,2.45773533586122e-05,4.572856126326
GT_CpG_90:chr5:38912515-38913573_950367,1.83281588601158,0.0400603677954546,8.87626789883503,2.21507399727624e-11,9.24485059509089e-10,15.7234602418213
GT_CpG_138:chr1:64628155-64629780_139225,1.83245241120849,0.209022963386364,9.16754480691671,8.69112341610413e-12,4.05142555363391e-10,16.6540922458643
GT_CpG_94:chr14:41485222-41486217_967332,1.83244046400772,0.0925238535909091,5.28482417345256,3.70087755044328e-06,4.92736020295075e-05,3.80993269482388
GT_CpG_198:chr9:9762065-9764468_286858,1.82789999725869,0.556381703681818,7.8050098085629,7.46096549884847e-10,2.24421770410387e-08,12.2265512281977
GT_CpG_20:chr12:38664647-38665082_311003,1.8277315676139,0.635945582090909,6.97038903915893,1.2332226169599e-08,2.86546500068445e-07,9.4418827577775
GT_CpG_232:chr30:24822690-24825485_365366,1.82551998862548,0.4882266695,19.4929172978889,2.46524390174521e-23,1.53991460322515e-19,42.852531729632
GT_CpG_67:chr1:116546891-116547788_817373,1.82408895310039,-0.125808670568182,4.95063638038274,1.12378534409789e-05,0.00013080233202312,2.72182328599548
GT_CpG_43:chr2:60634749-60635462_634146,1.8209080046834,0.415720701704545,6.64513394627832,3.71387270052239e-08,7.83740061615308e-07,8.34939567014487
GT_CpG_45:chr21:8352676-8353338_651895,1.81913939292278,0.638716493568182,11.4236537086735,8.80710695631258e-15,9.16893226710109e-13,23.5075641180477
GT_CpG_216:chr7:71999186-72001608_329751,1.81781266115058,0.811247976045455,13.8419545173476,1.11822825374151e-17,3.177170435353e-15,30.1116507049734
GT_CpG_101:chr25:42829745-42831174_6318,1.8145539690695,-0.25067001275,5.7694576482593,7.24698386637612e-07,1.14797826889688e-05,5.41362050738976
GT_CpG_66:chr7:73813243-73814100_814662,1.81233620846332,0.722666361909091,7.66051427616922,1.20856370773654e-09,3.46828171533366e-08,11.7473474840601
GT_CpG_76:chr1:104785280-104786128_874886,1.81227533308494,0.67072959625,7.65973743887924,1.21170696008491e-09,3.47198510374789e-08,11.7447672526314
GT_CpG_70:chr21:30713346-30714222_841074,1.81211450780695,0.0813204439545454,6.52137145882724,5.65329184548847e-08,1.15214641151203e-06,7.9334057219966
GT_CpG_180:chr3:41794767-41796891_243232,1.80924304340154,0.737196332431818,12.2862319877197,7.4980938845739e-16,1.05251333595485e-13,25.9511848703978
GT_CpG_61:chr2:34891385-34892195_774829,1.80526311505792,0.700718740363636,6.81227504133947,2.10675874914955e-08,4.67490889043079e-07,8.9110315969387
GT_CpG_104:chr12:57092546-57093912_18142,1.80272361067954,0.337007395045455,13.3754121248762,3.82504545095878e-17,8.53326657479073e-15,28.8966813569865
GT_CpG_81:chr7:73463885-73464984_903783,1.80089652579151,0.0183722401818182,4.71734275810801,2.4172678631815e-05,0.000255923113684123,1.97401627705723
GT_CpG_171:chr8:33949335-33951251_220185,1.80038841496911,-0.0485195011136364,6.59013050801024,4.4762128654764e-08,9.30987691371753e-07,8.16451983899057
GT_CpG_284:chr28:32671904-32675483_455696,1.7999463955251,0.727143625431818,15.2942129258351,2.8645770256131e-19,1.70415051338021e-16,33.7218607295264
GT_CpG_37:chr14:33373963-33374687_572938,1.79932189501158,0.449524714272727,8.4746428270511,8.17072002692056e-11,3.05619177533888e-09,14.4252389586241
GT_CpG_88:chr36:19982730-19983715_941185,1.79839563340927,0.240701526613636,7.48538459480134,2.1729800002496e-09,5.85486106609308e-08,11.1646739302103
GT_CpG_30:chr33:16872712-16873166_494095,1.79343055412355,0.234141396590909,9.61475788822029,2.10666549532166e-12,1.14262975541477e-10,18.0637914772375
GT_CpG_108:chr23:18930219-18931441_37089,1.79282830867182,1.11613291277273,15.4141544366311,2.13920747922121e-19,1.40658521252161e-16,34.0087994002599
GT_CpG_104:chr11:39520320-39521602_17937,1.78896444814672,0.446858305045455,7.70955203069173,1.02589101900713e-09,3.00620559041191e-08,11.9101408690398
GT_CpG_28:chr36:3870765-3871216_466694,1.78729728891506,0.305751081977273,7.62173628635526,1.37595173268083e-09,3.88030812559403e-08,11.6184987747141
GT_CpG_46:chr25:24107884-24108705_662776,1.78696706927799,0.388928477568182,5.03655221090532,8.45797955205446e-06,0.000101568925226353,2.9998303277188
GT_CpG_32:chr12:57808797-57809352_516790,1.78675543266409,0.661505853272727,14.8635464366992,8.28109971282759e-19,3.71103252422322e-16,32.6777082839347
GT_CpG_121:chr1:104655299-104656838_84979,1.78495881471429,0.831885702477273,16.8412586700409,7.45512047270627e-21,1.03485355628355e-17,37.2986639921782
